"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 26 17:29:29 MSK 2023","Thu Jan 26 17:29:36 MSK 2023","6414","Default Suite","AutoTest","tests.LoginInFormLogin","tests.LoginInFormLogin","testLoginInMainPage","testLoginInMainPage",""
